station_id,tl,rf,ff,ffx,cglo,so_h,rr,rrm,tb10,tb20
1415,100.0,100.0,100.0,100.0,99.99,100.0,99.78,100.0,100.0,100.0
1416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,93.88,93.88,93.87,93.87,93.8,93.97,93.76,93.79,81.04,77.4
1710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,14.44,14.44,6.66,6.66,14.41,14.44,14.44,14.48,14.44,0.0
1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1802,100.0,100.0,100.0,100.0,99.99,100.0,99.03,100.0,100.0,100.0
1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,99.99,99.99,94.82,94.82,99.96,100.0,99.77,100.0,99.99,99.99
2114,100.0,100.0,100.0,100.0,99.99,100.0,99.48,99.99,100.0,100.0
1906,99.98,99.99,99.99,99.99,99.99,100.0,99.97,99.99,100.0,99.04
2116,41.49,41.49,41.49,41.49,41.49,41.49,41.41,41.43,0.0,0.0
2117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,100.0,100.0,99.81,99.84,99.99,100.0,99.72,99.99,99.76,100.0
2230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,100.0,100.0,99.99,99.9,99.99,100.0,99.88,100.0,56.9,0.0
2430,99.8,98.99,96.33,99.04,0.0,74.71,99.78,99.91,0.0,0.0
2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,51.66,58.2,58.2,58.2,58.2,58.2,57.92,58.2,0.0,0.0
2415,100.0,100.0,100.0,100.0,99.99,100.0,99.87,99.99,0.0,0.0
2510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2601,99.98,99.98,99.94,99.94,99.96,100.0,99.74,99.95,99.97,99.97
2602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2902,100.0,100.0,99.99,99.99,99.99,100.0,99.69,99.97,0.0,0.0
3111,99.82,99.45,99.92,99.92,96.81,100.0,99.88,99.99,0.0,0.0
3202,100.0,100.0,99.99,99.99,99.99,100.0,99.85,100.0,99.92,100.0
3210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2910,100.0,100.0,99.22,99.22,100.0,100.0,99.93,99.98,0.0,0.0
3120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3425,100.0,100.0,99.94,99.94,99.93,100.0,99.97,100.0,0.0,0.0
3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3520,99.85,99.99,80.73,80.73,99.86,100.0,99.43,99.93,99.78,99.99
3600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3702,99.99,99.99,99.89,99.9,99.83,100.0,99.89,100.0,0.0,0.0
3703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3811,99.98,99.98,99.97,99.92,99.98,100.0,99.94,100.0,99.98,60.27
4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4030,100.0,100.0,100.0,100.0,100.0,100.0,99.94,100.0,0.0,0.0
4070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3805,99.94,99.95,99.94,99.96,99.95,100.0,99.98,99.99,99.96,99.96
3810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4081,100.0,100.0,99.99,100.0,99.99,100.0,99.99,100.0,100.0,81.5
4071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4115,100.0,100.0,100.0,100.0,100.0,100.0,99.94,100.0,92.45,100.0
4126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4125,100.0,100.0,99.86,99.86,100.0,100.0,99.84,100.0,100.0,99.87
4153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4224,100.0,100.0,99.99,99.99,100.0,100.0,100.0,100.0,100.0,100.0
4305,100.0,100.0,99.99,99.99,99.99,100.0,99.89,100.0,100.0,100.0
4170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4501,100.0,100.0,99.98,99.98,99.99,100.0,99.47,100.0,0.0,16.62
4600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4601,99.25,99.25,98.14,98.25,99.2,100.0,98.67,99.23,0.0,0.0
4611,100.0,100.0,99.97,99.97,99.99,100.0,99.51,99.88,0.0,0.0
4500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4705,100.0,99.93,99.92,99.92,99.94,100.0,99.33,99.99,99.93,99.69
4800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4802,99.27,98.33,99.26,99.27,0.0,100.0,98.84,99.26,0.0,0.0
4810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4821,100.0,99.99,99.82,99.82,99.92,100.0,99.57,99.99,0.0,0.0
4905,99.93,99.93,99.93,99.93,99.93,99.93,99.86,99.93,0.0,0.0
5000,99.96,99.96,98.03,99.92,0.0,100.0,99.36,99.96,0.0,0.0
5010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5012,99.99,99.99,99.93,99.94,99.99,100.0,99.97,100.0,99.99,99.99
4815,100.0,100.0,99.8,99.81,99.99,100.0,98.64,100.0,0.0,0.0
5111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5116,100.0,100.0,99.99,99.99,99.92,100.0,99.74,100.0,100.0,78.71
5130,99.7,99.72,99.6,99.6,99.6,100.0,99.64,99.91,0.0,0.0
5300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5412,99.96,99.96,99.63,99.63,99.96,100.0,99.96,99.96,99.96,99.96
5302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5421,100.0,100.0,100.0,100.0,100.0,100.0,99.83,100.0,97.94,100.0
5316,99.97,99.97,99.85,99.86,99.99,99.99,99.67,99.97,9.45,24.29
5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5413,100.0,100.0,99.99,99.99,99.92,100.0,94.45,99.99,0.0,0.0
5604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5609,100.0,100.0,99.99,100.0,99.99,100.0,99.77,99.99,0.0,0.0
5625,100.0,100.0,100.0,99.74,100.0,100.0,99.92,100.0,100.0,100.0
5700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5701,99.87,99.87,99.8,99.8,99.87,100.0,99.54,99.86,99.88,99.88
5735,99.94,99.94,99.8,99.82,99.8,100.0,99.88,99.92,99.94,99.94
5802,100.0,100.0,100.0,100.0,99.99,100.0,99.94,99.94,0.0,0.0
5804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5805,100.0,100.0,99.89,99.89,99.99,100.0,100.0,100.0,99.41,97.87
5820,100.0,100.0,99.86,99.86,99.86,100.0,99.73,100.0,0.0,0.0
5870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5881,99.99,100.0,99.98,99.99,99.99,100.0,99.95,99.93,99.93,99.93
5882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5901,0.0,0.0,0.0,0.0,0.0,22.39,0.0,0.0,0.0,0.0
5916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5917,100.0,100.0,99.99,99.99,99.99,100.0,99.81,100.0,29.22,0.0
5935,99.87,99.87,99.79,99.79,99.72,100.0,99.73,99.75,0.0,0.0
5925,100.0,100.0,99.84,99.85,99.98,100.0,99.96,100.0,0.0,0.0
5963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5990,99.97,99.9,99.25,99.92,0.0,100.0,99.43,99.97,0.0,0.0
5972,100.0,100.0,99.99,99.99,100.0,100.0,99.97,100.0,99.88,100.0
6010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5904,100.0,100.0,99.99,99.99,100.0,100.0,100.0,100.0,99.77,100.0
6111,100.0,100.0,99.83,99.83,0.0,100.0,100.0,100.0,0.0,0.0
6300,99.97,99.97,98.32,99.92,0.0,100.0,99.1,99.96,0.0,0.0
6304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6305,99.88,99.89,99.86,99.87,99.88,100.0,99.86,99.94,99.88,99.88
6020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6102,99.94,99.99,99.99,99.99,99.99,100.0,99.88,99.99,99.65,99.99
6411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6415,99.3,99.3,98.76,98.76,98.83,99.22,99.01,99.29,0.0,0.0
6510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6512,99.99,99.99,99.87,99.93,99.66,100.0,99.72,99.99,0.0,0.0
6530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6611,99.75,99.99,99.8,99.82,99.96,100.0,99.35,99.76,0.0,0.0
6430,99.37,99.27,98.21,98.21,0.0,100.0,99.43,99.41,0.0,0.0
6619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6620,42.91,56.69,56.68,56.68,0.0,56.74,55.67,56.68,12.78,12.78
6501,78.35,72.2,78.26,78.34,0.0,0.0,78.24,78.45,0.0,0.0
6621,78.01,78.01,77.56,77.56,78.0,78.08,77.8,78.01,78.01,51.47
6700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6803,100.0,100.0,99.99,99.99,99.92,99.73,99.54,100.0,0.0,69.01
6910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7002,99.87,69.74,99.72,99.72,99.8,99.87,98.42,99.71,0.0,0.0
6804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7890,25.13,25.13,25.12,25.12,25.13,25.13,25.13,25.13,0.0,0.0
7912,86.43,86.46,86.45,86.45,0.0,86.46,86.36,86.44,0.0,0.0
7950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7955,99.98,99.98,99.96,99.96,99.97,100.0,99.88,100.0,98.36,99.94
7956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8301,100.0,100.0,99.98,99.98,99.79,100.0,99.37,99.98,0.0,0.0
8806,32.37,32.37,32.37,32.37,32.37,32.37,32.37,32.37,0.0,0.0
9000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9016,99.99,99.99,99.62,99.63,99.99,100.0,99.98,99.99,99.9,99.65
9019,63.47,63.47,63.47,63.47,63.47,63.47,63.47,63.47,0.0,0.0
9105,100.0,100.0,99.94,99.95,85.79,100.0,99.97,99.97,0.0,0.0
9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9211,100.0,100.0,99.91,99.91,100.0,100.0,99.72,100.0,99.52,100.0
9215,100.0,100.0,99.97,99.97,99.8,100.0,99.47,100.0,0.0,0.0
9406,99.89,99.89,99.88,99.88,99.81,100.0,99.59,99.91,0.0,0.0
9410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9110,100.0,100.0,100.0,100.0,99.78,100.0,99.87,100.0,0.0,0.0
9500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9501,99.89,99.89,99.8,99.8,99.83,100.0,99.69,99.88,0.0,0.0
9603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9512,100.0,100.0,99.7,99.79,0.0,99.99,99.63,99.95,0.0,0.0
9606,51.26,51.26,50.91,50.93,49.18,51.3,50.19,51.25,5.45,17.97
9608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9609,78.41,78.41,78.4,78.4,78.31,78.38,77.98,78.39,0.0,0.0
9610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9618,100.0,100.0,99.99,99.99,99.99,100.0,99.77,99.99,100.0,100.0
9643,99.93,99.93,99.93,99.93,0.0,100.0,98.95,99.92,0.0,0.0
9700,100.0,99.65,99.99,99.99,99.99,100.0,99.78,100.0,0.0,0.0
9701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9801,99.94,99.78,100.0,100.0,99.93,100.0,99.82,100.0,99.92,99.94
9810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9811,100.0,100.0,99.99,99.99,99.99,100.0,99.84,99.99,100.0,95.39
9901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9911,100.0,100.0,99.59,99.59,99.6,99.99,99.92,99.99,0.0,0.0
9919,100.0,99.66,99.99,99.99,0.0,100.0,99.9,100.0,100.0,100.0
10005,99.89,99.89,99.78,99.78,99.88,100.0,99.36,99.96,0.0,0.0
9925,100.0,100.0,100.0,100.0,99.93,100.0,99.51,100.0,0.0,0.0
10101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10401,99.84,99.51,99.83,99.83,99.6,99.64,99.42,99.84,0.0,0.0
10200,99.99,99.99,99.92,99.84,99.99,100.0,99.57,99.99,8.47,0.0
10410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10415,99.99,89.94,99.99,99.99,99.99,100.0,95.98,96.07,99.38,99.99
10416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10500,99.62,99.67,99.65,99.66,99.66,100.0,98.92,99.48,0.0,0.0
10502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10510,100.0,100.0,99.99,100.0,99.99,100.0,99.91,100.0,99.99,99.99
10511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10531,99.99,99.99,99.98,99.99,99.99,100.0,99.97,99.97,97.0,95.95
10550,99.97,99.99,99.93,99.94,99.91,100.0,98.24,99.97,0.0,0.0
10607,99.99,99.99,99.92,99.92,99.99,100.0,99.97,100.0,0.0,0.0
